CASE	FILES	SENT_ID	LEFT	NODE	RIGHT	NODE_SENTENCES	WORD_CLASS	USE	SYN_FUNC_NODE	PATTERN	MP	LU_POST	BODY_PART	LU	LU_GLOSS	LU_POS	NEGATION	METONYMY	SFRAME	SFRAME_URL	SFRAME_RELATED	SFRAME_RELATED_URL	SFRAME_RELATED_LINK	ROLEMAPPING_TD_IN_SFRAME	CM_ROLEMAPPING	CM_BROADER	MAP1	MAP2	MAP3	MAP4	NOTES
556	ind_newscrawl_2016_1M	854514	Senin, 29 Februari 2016 14:22 WIB Kutuk Ibu Kandung Engeline untuk Tim Kuasa Hukum Margriet MegaweLuapan	amarah	terlontar dari mulut Hamidah, ibu kandung Engeline, usai sidang di Pengedilan Negeri Denpasar, Senin (29/2/2016).	Senin, 29 Februari 2016 14:22 WIB Kutuk Ibu Kandung Engeline untuk Tim Kuasa Hukum Margriet MegaweLuapan <m>amarah</m> terlontar dari mulut Hamidah, ibu kandung Engeline, usai sidang di Pengedilan Negeri Denpasar, Senin (29/2/2016).	NA	metaphor		node <w>dari</w> BRP		r2	mulut	<w>dari</w>		prepo															
3	ind_mixed_2012_1M	6407	Pada suatu ketika Pangeran Adipati Anom mendapat	amarah	dari Ayahanda Sri Sultan dan harus datang menghadap Raja.	Pada suatu ketika Pangeran Adipati Anom mendapat <m>amarah</m> dari Ayahanda Sri Sultan dan harus datang menghadap Raja.	NA	metaphor		node <w>dari</w> EXP		r1		<w>dari</w>		prepo															
580	ind_web_2011_300K	61465	Ia mendapat	amarah	dari sang atasan melihat sedikitnya hasil dan ia dipecat tanpa pesangon.	Ia mendapat <m>amarah</m> dari sang atasan melihat sedikitnya hasil dan ia dipecat tanpa pesangon.	NA	metaphor		node <w>dari</w> EXP		r1		<w>dari</w>		prepo															
329	ind_newscrawl_2011_1M	378226	Bahkan tidak jarang, Tiara mendapat	amarah	dari Tarmini.	Bahkan tidak jarang, Tiara mendapat <m>amarah</m> dari Tarmini.	NA	metaphor		node <w>dari</w> EXP		r1		<w>dari</w>		prepo															
16	ind_mixed_2012_1M	89089	Ibu saja mendapatkan	amarah	dari ayah apalagi kami.	Ibu saja mendapatkan <m>amarah</m> dari ayah apalagi kami.	NA	metaphor		node <w>dari</w> EXP		r1		<w>dari</w>		prepo															
1207	ind-id_web_2015_3M	2528874	Semua kegiatan ini menimbulkan	amarah	besar dari para penganut Arianisme terutama Abuna Salama, Uskup Gereja Arian.	Semua kegiatan ini menimbulkan <m>amarah</m> besar dari para penganut Arianisme terutama Abuna Salama, Uskup Gereja Arian.	NA	metaphor		node <w>dari</w> EXP		r2		<w>dari</w>		prepo															
295	ind_news_2012_300K	289963	"""Sehingga menimbulkan"	amarah	"dari partainya, tidak sesuai dengan komitmen, tidak taat pada aturan partai, bentuk amarahnya ya seperti itu tadi membakar mobil,"" kata Yono."	"""Sehingga menimbulkan <m>amarah</m> dari partainya, tidak sesuai dengan komitmen, tidak taat pada aturan partai, bentuk amarahnya ya seperti itu tadi membakar mobil,"" kata Yono."	NA	metaphor		node <w>dari</w> EXP		r1		<w>dari</w>		prepo															
1188	ind-id_web_2015_3M	2210042	Saat ia menerima telepon yang datang dari Indonesia, Nia merasakan	amarah	yang begitu besar muncul dari hatinya.	Saat ia menerima telepon yang datang dari Indonesia, Nia merasakan <m>amarah</m> yang begitu besar muncul dari hatinya.	NA	metaphor		node <w>dari</w> BRP		r3	hati	<w>dari</w>		prepo															
763	ind_web_2012_1M	804930	! pastinya dari detik hati, kebenaran akan kesalahan yang dilakukan, teguran daripada orang yang perihatin,	amarah	dari pihak yang teraniaya dan banyak lagi.	! pastinya dari detik hati, kebenaran akan kesalahan yang dilakukan, teguran daripada orang yang perihatin, <m>amarah</m> dari pihak yang teraniaya dan banyak lagi.	NA	metaphor		node <w>dari</w> EXP		r1		<w>dari</w>		prepo															
1216	ind-id_web_2015_3M	2592010	Setiap kali aku mendapatkan nilai yang jelek, pasti habislah aku terkena	amarah	dari kedua orangtuaku.	Setiap kali aku mendapatkan nilai yang jelek, pasti habislah aku terkena <m>amarah</m> dari kedua orangtuaku.	NA	metaphor		node <w>dari</w> EXP		r1		<w>dari</w>		prepo															
810	ind_wikipedia_2016_1M	32874	~	Amarah	warga meluap, sehingga meletuslah peristiwa ini.	<m>Amarah</m> warga meluap, sehingga meletuslah peristiwa ini.	NA	metaphor		node <w>meluap</w>	node <w>meluap</w>	R1		<w>meluap</w>					heating fluid	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Heating_fluid	fluid containment	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Fluid_containment	makes use of	heated-fluid	anger is heated fluid in a container	anger is (heated) fluid in a container	anger_(heated-)fluid	anger-level_fluid-heat-level	high intensity of anger is heated fluid in container		
1064	ind-id_web_2015_3M	921113	Hasud adalah suatu sifat yang ingin selalu berusaha mempengaruhi orang lain agar	amarah	/ marah orang tersebut meluap dengan tujuan agar dapat memecah belah persatuan dan tali persaudaraan agar timbul permusuhan dan kebencian antar sesama.	Hasud adalah suatu sifat yang ingin selalu berusaha mempengaruhi orang lain agar <m>amarah</m> / marah orang tersebut meluap dengan tujuan agar dapat memecah belah persatuan dan tali persaudaraan agar timbul permusuhan dan kebencian antar sesama.	NA	metaphor		node <w>meluap</w>	node <w>meluap</w>	R1		<w>meluap</w>					heating fluid	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Heating_fluid	fluid containment	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Fluid_containment	makes use of	heated-fluid	anger is heated fluid in a container	anger is (heated) fluid in a container	anger_(heated-)fluid	anger-level_fluid-heat-level	high intensity of anger is heated fluid in container		
114	ind_mixed_2012_1M	575480	Pandangan matanya liar dan memancarkan	amarah	yang meluap.	Pandangan matanya liar dan memancarkan <m>amarah</m> yang meluap.	NA	metaphor		node yang <w>meluap</w>	node <w>meluap</w>	r1		<w>meluap</w>					heating fluid	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Heating_fluid	fluid containment	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Fluid_containment	makes use of	heated-fluid	anger is heated fluid in a container	anger is (heated) fluid in a container	anger_(heated-)fluid	anger-level_fluid-heat-level	high intensity of anger is heated fluid in container		
195	ind_mixed_2012_1M	979465	Seketika	amarah	Maya meluap,Maya memarahi Bram saat itu juga.	Seketika <m>amarah</m> Maya meluap,Maya memarahi Bram saat itu juga.	NA	metaphor		node <w>meluap</w>	node <w>meluap</w>	r1		<w>meluap</w>					heating fluid	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Heating_fluid	fluid containment	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Fluid_containment	makes use of	heated-fluid	anger is heated fluid in a container	anger is (heated) fluid in a container	anger_(heated-)fluid	anger-level_fluid-heat-level	high intensity of anger is heated fluid in container		
1397	ind_newscrawl_2011_1M	726952	Cluster Citra sektor 15 meluapkan	kemarahan	kepada para teroris dengan melarang teroris masuk perumahan ini.	Cluster Citra sektor 15 meluapkan <m>kemarahan</m> kepada para teroris dengan melarang teroris masuk perumahan ini.	NA	metaphor		<w>meluapkan</w> node	<w>meluapkan</w> node	l1		<w>meluapkan</w>					heating fluid	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Heating_fluid	fluid containment	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Fluid_containment	makes use of	heated-fluid	anger is heated fluid in a container	anger is (heated) fluid in a container	anger_(heated-)fluid	anger-level_fluid-heat-level	high intensity of anger is heated fluid in container	expressing anger is releasing/channeling the liquid (at others)	
119	ind_mixed_2012_1M	194116	Dia dan istrinya, Halimah, 45, meluapkan	kemarahan	dengan membanting-banting peralatan rumah tangganya di hadapan petugas.	Dia dan istrinya, Halimah, 45, meluapkan <m>kemarahan</m> dengan membanting-banting peralatan rumah tangganya di hadapan petugas.	NA	metaphor		<w>meluapkan</w> node	<w>meluapkan</w> node	l1		<w>meluapkan</w>					heating fluid	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Heating_fluid	fluid containment	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Fluid_containment	makes use of	heated-fluid	anger is heated fluid in a container	anger is (heated) fluid in a container	anger_(heated-)fluid	anger-level_fluid-heat-level	high intensity of anger is heated fluid in container	expressing anger is releasing/channeling the liquid (at others)	
2219	ind_web_2011_300K	159084	Satu dua rumah yang tidak berarti serta lumbung-lumbung kecil telah cukup untuk meluapkan	kemarahan	orang-orang Pajang dan Sangkal Putung.	Satu dua rumah yang tidak berarti serta lumbung-lumbung kecil telah cukup untuk meluapkan <m>kemarahan</m> orang-orang Pajang dan Sangkal Putung.	NA	metaphor		<w>meluapkan</w> node	<w>meluapkan</w> node	l1		<w>meluapkan</w>					heating fluid	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Heating_fluid	fluid containment	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Fluid_containment	makes use of	heated-fluid	anger is heated fluid in a container	anger is (heated) fluid in a container	anger_(heated-)fluid	anger-level_fluid-heat-level	high intensity of anger is heated fluid in container	expressing anger is releasing/channeling the liquid (at others)	
3581	ind-id_web_2015_3M	1655816	Mereka meluapkan	kemarahan	akibat lambannya rekonstruksi Gaza oleh lembaga-lembaga internasional.	Mereka meluapkan <m>kemarahan</m> akibat lambannya rekonstruksi Gaza oleh lembaga-lembaga internasional.	NA	metaphor		<w>meluapkan</w> node	<w>meluapkan</w> node	l1		<w>meluapkan</w>					heating fluid	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Heating_fluid	fluid containment	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Fluid_containment	makes use of	heated-fluid	anger is heated fluid in a container	anger is (heated) fluid in a container	anger_(heated-)fluid	anger-level_fluid-heat-level	high intensity of anger is heated fluid in container	expressing anger is releasing/channeling the liquid (at others)	
1143	ind-id_web_2015_3M	1679812	Meskipun jengkel dan kesel sampai ubun-ubun karena usulan kita ditolak, kita nggak boleh merusak suasana dengan bersikap menyebalkan atau meluapkan	amarah	kita.	Meskipun jengkel dan kesel sampai ubun-ubun karena usulan kita ditolak, kita nggak boleh merusak suasana dengan bersikap menyebalkan atau meluapkan <m>amarah</m> kita.	NA	metaphor		<w>meluapkan</w> node	<w>meluapkan</w> node	l1		<w>meluapkan</w>					heating fluid	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Heating_fluid	fluid containment	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Fluid_containment	makes use of	heated-fluid	anger is heated fluid in a container	anger is (heated) fluid in a container	anger_(heated-)fluid	anger-level_fluid-heat-level	high intensity of anger is heated fluid in container	expressing anger is releasing/channeling the liquid (at others)	
226	ind_news_2010_300K	32629	"""Xu mengakui motifnya adalah meluapkan"	amarah	"terhadap masyarakat setelah ia kalah dalam judi dan usaha, dan mengalami kemunduran-kemunduran lain dalam kehidupan pribadinya,"" kata Xinhua."	"""Xu mengakui motifnya adalah meluapkan <m>amarah</m> terhadap masyarakat setelah ia kalah dalam judi dan usaha, dan mengalami kemunduran-kemunduran lain dalam kehidupan pribadinya,"" kata Xinhua."	NA	metaphor		<w>meluapkan</w> node	<w>meluapkan</w> node	l1		<w>meluapkan</w>					heating fluid	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Heating_fluid	fluid containment	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Fluid_containment	makes use of	heated-fluid	anger is heated fluid in a container	anger is (heated) fluid in a container	anger_(heated-)fluid	anger-level_fluid-heat-level	high intensity of anger is heated fluid in container	expressing anger is releasing/channeling the liquid (at others)	
516	ind_mixed_2012_1M	930214	Terdengar suara menggereng dan si brewok tadi sudah menubruk ke depan dengan	kemarahan	meluap.	Terdengar suara menggereng dan si brewok tadi sudah menubruk ke depan dengan <m>kemarahan</m> meluap.	NA	metaphor		AGT VERB <w>dengan</w> node		l1		<w>dengan</w>		prepo															
2994	ind_wikipedia_2016_1M	762132	Saat itulah terjadi hubungan seks hingga Mira hamil dengan	kemarahan	besar.	Saat itulah terjadi hubungan seks hingga Mira hamil dengan <m>kemarahan</m> besar.	NA	metaphor		EXP VERB <w>dengan</w> node		l1		<w>dengan</w>		prepo															
3548	ind-id_web_2015_3M	1451640	Lalu ia minggat dari rumah dengan	kemarahan	.	Lalu ia minggat dari rumah dengan <m>kemarahan</m>.	NA	metaphor		AGT VERB <w>dengan</w> node		l1		<w>dengan</w>		prepo															
2146	ind_web_2011_300K	88416	Ia sadar, bahwa ia tidak dapat bertempur hanya dengan	kemarahan	yang tidak terkendali.	Ia sadar, bahwa ia tidak dapat bertempur hanya dengan <m>kemarahan</m> yang tidak terkendali.	NA	metaphor		AGT VERB <w>dengan</w> node		l1		<w>dengan</w>		prepo															
2201	ind_web_2011_300K	143242	Namun sekali lagi Sanakeling berhasil menghindarkan dirinya, bahkan dengan	kemarahan	yang meluap-luap Sanakeling berhasil memukul senjata Hudaya hampir pada tangkainya.	Namun sekali lagi Sanakeling berhasil menghindarkan dirinya, bahkan dengan <m>kemarahan</m> yang meluap-luap Sanakeling berhasil memukul senjata Hudaya hampir pada tangkainya.	NA	metaphor		AGT VERB <w>dengan</w> node		l1		<w>dengan</w>		prepo															
2149	ind_web_2011_300K	91581	Dengan	kemarahan	yang semakin membara di dada masing-masing, mereka telah mengerahkan segenap kemampuan yang ada.	Dengan <m>kemarahan</m> yang semakin membara di dada masing-masing, mereka telah mengerahkan segenap kemampuan yang ada.	NA	metaphor		AGT VERB <w>dengan</w> node		l1		<w>dengan</w>		prepo															
332	ind_mixed_2012_1M	610939	Dengan	kemarahan	yang sudah di ubun-ubun Junsu berjalan mendekati Yoochun.	Dengan <m>kemarahan</m> yang sudah di ubun-ubun Junsu berjalan mendekati Yoochun.	NA	metaphor		AGT VERB <w>dengan</w> node		l1		<w>dengan</w>		prepo															
2351	ind_web_2011_300K	294242	Dengan	kemarahan	yang menghentak-hentak perwira itu telah mengerahkan ilmu Rog-rog Asem yang dikuasainya, sementara itu, Pandan Wangi pun telah melepaskan ilmunya yang sangat mengejutkan.	Dengan <m>kemarahan</m> yang menghentak-hentak perwira itu telah mengerahkan ilmu Rog-rog Asem yang dikuasainya, sementara itu, Pandan Wangi pun telah melepaskan ilmunya yang sangat mengejutkan.	NA	metaphor		AGT VERB <w>dengan</w> node		l1		<w>dengan</w>		prepo															
2075	ind_web_2011_300K	9120	Dengan	kemarahan	yang tidak tertahankan, maka kakang Panji itupun kemudian mengarahkan pandangannya kepada para pengawal Mataram yang sedang bertem?	Dengan <m>kemarahan</m> yang tidak tertahankan, maka kakang Panji itupun kemudian mengarahkan pandangannya kepada para pengawal Mataram yang sedang bertem?	NA	metaphor		AGT VERB <w>dengan</w> node		l1		<w>dengan</w>		prepo															
2112	ind_web_2011_300K	47950	Dengan	kemarahan	yang memuncak, maka iapun segera menerkam Glagah Putih.	Dengan <m>kemarahan</m> yang memuncak, maka iapun segera menerkam Glagah Putih.	NA	metaphor		AGT VERB <w>dengan</w> node		l1		<w>dengan</w>		prepo															
902	ind-id_web_2013_1M	147302	"Cara kita mengatasi semua rintangan ini menentukan jalan hidup kita; entah kita akan hidup dengan ketakutan dan"	amarah	, atau dengan sikap pasrah dan ceria.	"Cara kita mengatasi semua rintangan ini menentukan jalan hidup kita; entah kita akan hidup dengan ketakutan dan <m>amarah</m>, atau dengan sikap pasrah dan ceria."	NA	metaphor		EXP VERB <w>dengan</w> node		L1		<w>dengan</w>		prepo															
464	ind_newscrawl_2012_1M	799279	ÒChelsea akan datang dengan	amarah	setelah gagal akhir pekan lalu.	ÒChelsea akan datang dengan <m>amarah</m> setelah gagal akhir pekan lalu.	NA	metaphor		AGT MOTION_VERB <w>dengan</w> node		L1		<w>dengan</w>		prepo															
818	ind_wikipedia_2016_1M	122115	Cinta juga harus disertai dengan	amarah	yaitu kemarahan terhadap segala sesuatu yang bertentangan dengan syahadat, atau dengan kata lain, semua ilmu dan amal yang menyalahi sunnah rasulullah.	Cinta juga harus disertai dengan <m>amarah</m> yaitu kemarahan terhadap segala sesuatu yang bertentangan dengan syahadat, atau dengan kata lain, semua ilmu dan amal yang menyalahi sunnah rasulullah.	NA	metaphor		AGT MOTION_VERB <w>dengan</w> node		L1		<w>dengan</w>		prepo															
1090	ind-id_web_2015_3M	1205788	Kamu kemarin pergi dengan	amarah	"dan membawa pedang, maka guru mengingatkanmu agar jangan membunuh""."	"Kamu kemarin pergi dengan <m>amarah</m> dan membawa pedang, maka guru mengingatkanmu agar jangan membunuh""."	NA	metaphor		AGT MOTION_VERB <w>dengan</w> node		l1		<w>dengan</w>		prepo															
681	ind_web_2012_1M	404741	Mereka tampil dengan	amarah	, tangan mengacung-acung, tangan dikepal, berteriak lantang atau menulis dengan tajam melawan penjajahan.	Mereka tampil dengan <m>amarah</m>, tangan mengacung-acung, tangan dikepal, berteriak lantang atau menulis dengan tajam melawan penjajahan.	NA	metaphor		AGT MOTION_VERB <w>dengan</w> node		l1		<w>dengan</w>		prepo															
961	ind-id_web_2013_1M	935705	Tiba-tiba Usaid bin Hudlair, pemuka suku tersebut, datang dengan	amarah	dan murka yang membara bagai api yang berkobar dengan nada mengancam, ÒApa maksud kalian datang ke kampung kami ini, apakah hendak membodohi rakyat kecil kami?	Tiba-tiba Usaid bin Hudlair, pemuka suku tersebut, datang dengan <m>amarah</m> dan murka yang membara bagai api yang berkobar dengan nada mengancam, ÒApa maksud kalian datang ke kampung kami ini, apakah hendak membodohi rakyat kecil kami?	NA	metaphor		AGT MOTION_VERB <w>dengan</w> node		l1		<w>dengan</w>		prepo															
1056	ind-id_web_2015_3M	875717	Hal itulah, kata dia, yang menjadi penyebab dirinya meluapkan	amarah	saat mendapati sampah menumpuk di atas sebuah makam di taman pemakaman Karet Bivak.	Hal itulah, kata dia, yang menjadi penyebab dirinya meluapkan <m>amarah</m> saat mendapati sampah menumpuk di atas sebuah makam di taman pemakaman Karet Bivak.	NA	metaphor		<w>meluapkan</w> node	<w>meluapkan</w> node	l1		<w>meluapkan</w>					heating fluid	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Heating_fluid	fluid containment	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Fluid_containment	makes use of	heated-fluid	anger is heated fluid in a container	anger is (heated) fluid in a container	anger_(heated-)fluid	anger-level_fluid-heat-level	high intensity of anger is heated fluid in container	expressing anger is releasing/channeling the liquid (at others)	
956	ind_news_2011_300K	24285	"""Ada"	kemarahan	besar di antara para delegasi yang sudah berbicara dengan saya mengenai hukuman Komite Etik FIFA.	"""Ada <m>kemarahan</m> besar di antara para delegasi yang sudah berbicara dengan saya mengenai hukuman Komite Etik FIFA."	NA	metaphor		node <w>di antara</w> EXP		r2		<w>di antara</w>		prepo															
1270	ind_newscrawl_2011_1M	347377	Diduga sangat kuat bahwa	kemarahan	besar di antara masyarakat tidak dapat dihindari sebagai wujud protes terhadap pemerintah dan guru sendiri.	Diduga sangat kuat bahwa <m>kemarahan</m> besar di antara masyarakat tidak dapat dihindari sebagai wujud protes terhadap pemerintah dan guru sendiri.	NA	metaphor		node <w>di antara</w> EXP		r2		<w>di antara</w>		prepo															
